,category,token
1420,nc,alvéolo
1421,v,alvissarar
1422,nc,alvíssaras
1423,v,alvitrar
1424,a,alvo
1425,v,alvoraçar
1426,nc,alvorada
1427,v,alvorar
1428,v,alvorecer
1429,nc,alvoredo
1430,nc,alvor
1431,adj,alvoroçante
1432,v,alvoroçar
1433,nc,alvoroço
1434,nc,alvura
1435,nc,amabilidade
1436,v,amacacar
1437,nc,amachucadela
1438,v,amachucar
1439,v,amaciar
1440,a,amadorense
1441,a,amador
1442,nc,amadorismo
1443,v,amadrinhar
1444,v,amadurecer
1445,nc,âmago
1446,v,amainar
1447,v,amalandrar
1448,v,amaldiçoar
1449,nc,amálgama
1450,v,amalgamar
1451,nc,amalgamento
1452,v,amalucar
1453,v,amamentar
1454,a,amancebado
1455,nc,ama
1456,adv,amanhã
1457,v,amanhar
1458,v,amanhecer
1459,nc,amanhecida
1460,nc,amanho
1461,v,amansar
1462,nc,amansia
1463,adj,amanteigado
1464,nc,amante
1465,v,amantizar
1466,nc,amaragem
1467,v,amarar
1468,adj,amarelado
1469,v,amarelar
1470,v,amarelecer
1471,adj,amarelo
1472,v,amarfanhar
1473,v,amargar
1474,adj,amargo
1475,a,amargor
1476,adv,amarguradamente
1477,nc,amargura
1478,v,amargurar
1479,v,amaricar
1480,adj,amarotado
1481,nc,amarrador
1482,nc,amarradura
1483,nc,amarra
1484,v,amarrar
1485,v,amarrotar
1486,v,amartelar
1487,v,amarujar
1488,v,amar
1489,nc,amassadeira
1490,nc,amassadela
1491,nc,amassadura
1492,v,amassar
1493,adj,amatório
1494,a,amável
1495,v,amazelar
1496,nc,amazona
1497,a,amazonense
1498,adj,amazónico
1499,nc,âmbar
1500,pind,ambas
1501,nc,ambição
1502,v,ambicionar
1503,adj,ambicioso
1504,a,ambidextro
1505,nc,ambiência
1506,adj,ambiental
1507,v,ambientar
1508,a,ambiente
1509,adj,ambiguamente
1510,nc,ambiguidade
1511,adj,ambíguo
1512,nc,âmbito
1513,nc,amblíope
1514,pind,ambos
1515,nc,ambrósia
1516,a,ambrosiano
1517,a,ambulacrário
1518,nc,ambulância
1519,adj,ambulante
1520,adj,ambulativo
1521,adj,ambulatório
1522,a,ameaçador
1523,nc,ameaça
1524,a,ameaçante
1525,v,ameaçar
1526,v,amealhar
1527,v,amear
1528,nc,ameba
1529,v,amedalhar
1530,a,amedrontador
1531,v,amedrontar
1532,nc,ameia
1533,v,ameigar
1534,nc,ameijoada
1535,nc,amêijoa
1536,v,ameijoar
1537,nc,ameijoeira
1538,nc,ameixa
1539,nc,ameixeira
1540,nc,ameixial
1541,nc,ameixieira
1542,nc,ameixoal
1543,nc,ameixoeira
1544,adj,amelado
1545,adj,ameloado
1546,adj,amembranado
1547,in,amém
1548,nc,amendoada
1549,adj,amendoado
1550,nc,amendoal
1551,nc,amêndoa
1552,nc,amendoeira
1553,nc,amendoim
1554,in,ámen
1555,v,ameninar
1556,v,amenizar
1557,adj,ameno
1558,nc,americanada
1559,nc,americana
1560,nc,americanice
1561,v,americanizar
1562,adj,americano
1563,a,ameríndio
1564,v,amesquinhar
1565,v,amestrar
1566,nc,ametista
1567,adj,amétrico
1568,nc,amianto
1569,nc,amiba
1570,adj,amicíssimo
1571,nc,amido
1572,nc,amieiro
1573,nc,amigaço
1574,nc,amigalhaço
1575,nc,amigalhão
1576,nc,amigalhote
1577,v,amigar
1578,adj,amigável
1579,nc,amígdala
1580,adj,amigdalar
1581,nc,amigdalina
1582,nc,amigdalite
1583,nc,amigo
1584,adj,amiloide
1585,v,amimar
1586,nc,amimia
1587,nc,aminoácido
1588,adj,amistoso
1589,v,amiudar
1590,adv,amiúde
1591,nc,amizade
1592,nc,amnésia
1593,nc,amniótico
1594,nc,amnistia
1595,v,amnistiar
1596,v,amoedar
1597,v,amofinar
1598,adj,amofinativo
1599,v,amoirar
1600,v,amoitar
1601,v,amojar
1602,nc,amojo
1603,adj,amojudo
1604,nc,amoladeira
1605,nc,amolador
1606,nc,amoladura
1607,v,amolar
1608,v,amoldar
1609,v,amolecar
1610,v,amolecer
1611,v,amolengar
1612,v,amolentar
1613,nc,amolgadela
1614,nc,amolgadura
1615,v,amolgar
1616,adj,amoniacal
1617,nc,amoníaco
1618,nc,amónia
1619,nc,amónio
1620,nc,amonites
1621,nc,amo
1622,v,amontanhar
1623,v,amontar
1624,nc,amontoador
1625,v,amontoar
1626,adj,amorado
1627,adj,amoral
1628,nc,amoralismo
1629,v,amoralizar
1630,nc,amora
1631,adj,amorangado
1632,adj,amorável
1633,v,amordaçar
1634,nc,amoreiral
1635,nc,amoreira
1636,v,amorenar
1637,nc,amores
1638,nc,amorfia
1639,nc,amorfismo
1640,adj,amorfo
1641,nc,amoricos
1642,adj,amorífero
1643,v,amornar
1644,nc,amor
1645,adj,amoroso
1646,nc,amor-perfeito
1647,nc,amor-próprio
1648,v,amorrinhar
1649,v,amortalhar
1650,a,amortecedor
1651,v,amortecer
1652,v,amortiçar
1653,v,amortizar
1654,adj,amorudo
1655,adj,amorzeiro
1656,nc,amossadela
1657,v,amossar
1658,nc,amostragem
1659,adj,amostral
1660,nc,amostra
1661,v,amostrar
1662,a,amotinador
1663,v,amotinar
1664,v,amoucar
1665,v,amourar
1666,v,amouriscar
1667,v,amover
1668,nc,amovibilidade
1669,v,amparar
1670,nc,amparo
1671,nc,ampere
1672,nc,amperímetro
1673,a,ampliador
1674,v,ampliar
1675,adj,ampliativo
1676,adj,ampliatório
1677,nc,amplidão
1678,a,amplificador
1679,v,amplificar
1680,adj,amplificativo
1681,nc,amplitude
1682,adj,amplo
1683,nc,ampola
1684,nc,ampulheta
1685,v,amputar
1686,v,amuar
1687,nc,amuleto
1688,v,amulherar
1689,v,amulherengar
1690,v,amumiar
1691,nc,amuo
1692,nc,amurada
1693,v,amuralhar
1694,nc,amura
1695,v,amurar
1696,adj,anabólico
1697,nc,anabolismo
1698,a,anabolizante
1699,nc,anacoreta
1700,adj,anacrónico
1701,nc,anacronismo
1702,v,anacronizar
1703,adj,anaeróbio
1704,nc,anaerobiose
1705,v,anafar
1706,nc,anafe
1707,nc,anáfora
1708,adj,anafórico
1709,nc,anaforismo
1710,adj,anafrodisíaco
1711,nc,anafrodisia
1712,a,anafrodita
1713,adj,anafrodítico
1714,nc,anagrama
1715,adj,anal
1716,nc,analepse
1717,a,analéptico
1718,adj,analfabético
1719,a,analfabeto
1720,nc,analgesia
1721,adj,analgésico
1722,nc,anagliptografia
1723,a,analisador
1724,v,analisar
1725,nc,análise
1726,a,analista
1727,adj,analítico
1728,adj,analogamente
1729,nc,analogia
1730,adv,analogicamente
1731,nc,analogismo
1732,adj,analogístico
1733,adj,análogo
1734,nc,anamorfismo
1735,nc,anamorfose
1736,nc,ananás
1737,nc,anão
1738,nc,anaplasia
1739,nc,anaplastia
1740,adj,anaplástico
1741,adj,anarmónico
1742,nc,anarquia
1743,v,anarquizar
1744,nc,anástrofe
1745,v,anatar
1746,nc,anátema
1747,nc,anatomia
1748,adj,anatómico
1749,v,anatomizar
1750,v,anavalhar
1751,nc,anca
1752,adj,ancestral
1753,nc,anciã
1754,nc,ancião
1755,v,ancinhar
1756,nc,ancinho
1757,nc,anchova
1758,nc,ancoradoiro
1759,nc,ancoradouro
1760,nc,ancoragem
1761,nc,âncora
1762,v,ancorar
1763,adj,ancudo
1764,nc,andada
1765,nc,andadeira
1766,adj,andadeiro
1767,nc,andador
1768,nc,andadura
1769,nc,andaimaria
1770,v,andaimar
1771,nc,andaime
1772,nc,andaimo
1773,adj,andaluz
1774,nc,andança
1775,adj,andante
1776,adj,andarejo
1777,nc,andarilho
1778,nc,andar
1779,v,andar
1780,nc,andas
1781,nc,andebol
1782,adj,andino
1783,nc,andorinha
1784,nc,andorinho
1785,nc,andor
1786,adj,andrajoso
1787,nc,androceu
1788,nc,androfilia
1789,nc,androfobia
1790,nc,androgenesia
1791,adj,androgenésico
1792,nc,androide
1793,nc,andrologia
1794,a,andromaníaca
1795,adj,andromorfo
1796,nc,andropausa
1797,nc,anedota
1798,nc,anedotário
1799,adj,anedótico
1800,nc,anedotista
1801,v,anedotizar
1802,nc,anéis
1803,nc,anelação
1804,v,anelar
1805,nc,anelados
1806,nc,aneladura
1807,adj,anelídeo
1808,nc,anelídeos
1809,nc,anel
1810,nc,anemia
1811,adj,anemiante
1812,v,anemiar
1813,adj,anémico
1814,adj,anemizante
1815,v,anemizar
1816,nc,anemómetro
1817,nc,anémona-do-mar
1818,nc,anémona
1819,nc,anencefalia
1820,adj,anencefálico
1821,adj,anencéfalo
1822,nc,anestesia
1823,a,anestesiante
1824,v,anestesiar
1825,a,anestésico
1826,a,anestesista
1827,adj,anestético
1828,nc,aneurisma
1829,nc,aneuritmia
1830,adj,aneurítmico
1831,nc,aneurose
1832,v,anexar
1833,nc,anexionismo
1834,nc,anexionista
1835,adj,anexo
1836,nc,anfetamina
1837,nc,anfibiografia
1838,a,anfíbio
1839,nc,anfibiologia
1840,nc,anfiteatro
1841,nc,anfitrião
1842,nc,ânfora
1843,a,angariador
1844,v,angariar
1845,adj,angelical
1846,nc,angélica
1847,adj,angélico
1848,nc,angelismo
1849,nc,angelitude
1850,v,angelizar
1851,nc,angina
1852,adj,anginoso
1853,nc,angiologia
1854,nc,anglicanismo
1855,adj,anglicano
1856,nc,anglicismo
1857,v,anglicizar
1858,nc,anglofilia
1859,nc,anglofobia
1860,adj,anglófono
1861,adj,anglo-luso
1862,nc,anglomania
1863,nc,anglo-saxão
1864,adj,anglo-saxónico
1865,a,angola
1866,a,angolano
1867,a,angolense
1868,nc,angorá
1869,nc,angra
1870,a,angrense
1871,adj,anguiforme
1872,adj,angulado
1873,adj,angular
1874,nc,angularidade
1875,nc,angulário
1876,nc,angulometria
1877,nc,angulómetro
1878,nc,ângulo
1879,nc,angulosidade
1880,adj,anguloso
1881,nc,angústia
1882,adj,angustiante
1883,v,angustiar
1884,adj,angustioso
1885,nc,anho
1886,nc,anião
1887,v,anichar
1888,adj,anídrico
1889,nc,anidrido
1890,nc,anidrite
1891,adj,anidro
1892,v,anilar
1893,nc,anileiro
1894,nc,anilha
1895,v,anilhar
1896,a,anil
1897,nc,anilho
1898,nc,anilina
1899,v,anilinar
1900,a,animador
1901,nc,animalaço
1902,nc,animalão
1903,nc,animalejo
1904,adj,animalesco
1905,a,animal
1906,nc,animalismo
1907,a,animalista
1908,v,animalizar
1909,nc,animalogia
1910,adj,animante
1911,v,animar
1912,nc,animatógrafo
1913,adj,anímico
1914,nc,animismo
1915,nc,animista
1916,nc,ânimo
1917,nc,animosidade
1918,adj,animoso
1919,v,aninhar
1920,a,aniquilador
1921,v,aniquilar
1922,v,anisar
1923,nc,anis
1924,adj,anisótropo
1925,a,aniversariante
1926,v,aniversariar
1927,nc,aniversário
1928,nc,anjo
1929,v,anodizar
1930,nc,anodização
1931,nc,ânodo
1932,adj,anoftálmico
1933,v,anoitecer
1934,adj,anojadiço
1935,v,anojar
1936,nc,ano-luz
1937,nc,anomalia
1938,adj,anómalo
1939,nc,anomia
1940,nc,anonimado
1941,a,anonimamente
1942,nc,anonimato
1943,nc,anonímia
1944,a,anónimo
1945,nc,ano
1946,nc,anorético
1947,nc,anorexia
1948,adj,anormal
1949,nc,anormalidade
1950,v,anortear
1951,nc,anos-luz
1952,adj,anoso
1953,nc,anotação
1954,nc,anotador
1955,v,anotar
1956,v,anovelar
1957,nc,ansa
1958,nc,anseio
1959,nc,ânsia
1960,v,ansiar
1961,nc,ansiedade
1962,adj,ansioso
1963,adj,antagónico
1964,nc,antagonismo
1965,nc,antagonista
1966,v,antagonizar
1967,a,anta
1968,adv,antanho
1969,adj,antártico
1970,nc,anteato
1971,adv,ante-à-ré
1972,nc,anteboca
1973,nc,antebraço
1974,nc,antecâmara
1975,adj,antecâmbrico
1976,prep,ante
1977,nc,antecedência
1978,adj,antecedente
1979,v,anteceder
1980,nc,antecessor
1981,nc,antecipação
1982,adv,antecipadamente
1983,a,antecipador
1984,v,antecipar
1985,adj,anteclássico
1986,nc,antecoluna
1987,nc,anteconhecimento
1988,nc,antecoro
1989,adj,antedito
1990,v,antedizer
1991,nc,antefosso
1992,nc,anteguarda
1993,nc,antemão
1994,v,antemostrar
1995,v,antemover
1996,adj,antemural
1997,nc,antemuralha
1998,nc,antemural
1999,v,antemurar
2000,nc,antemuro
2001,adj,antenado
2002,adj,antenal
2003,nc,antena
2004,adj,anteniforme
2005,adj,antenome
2006,adj,antenupcial
2007,adj,anteocular
2008,a,anteocupante
2009,v,anteocupar
2010,adv,anteontem
2011,nc,antepaga
2012,v,antepagar
2013,nc,antepara
2014,v,anteparar
2015,nc,anteparo
2016,nc,anteparto
2017,v,antepassar
2018,nc,antepasto
2019,adj,antepenúltimo
2020,nc,anteportada
2021,nc,anteportal
2022,nc,anteporta
2023,nc,anteportaria
2024,nc,anteporto
2025,v,antepor
2026,nc,anteposição
2027,adj,anteposto
2028,nc,anteprograma
2029,nc,anteprojeto
2030,nc,anteproposta
2031,adj,anterior
2032,nc,anterioridade
2033,v,anteriorizar
2034,adv,antes
2035,nc,antestreia
2036,v,antever
2037,nc,antevéspera
2038,nc,antevidência
2039,a,antevidente
2040,nc,antiabolicionismo
2041,adj,antiabortivo
2042,adj,antiacadémico
2043,adj,antiaéreo
2044,adj,antialcalino
2045,adj,antialcoólico
2046,nc,antialcoolismo
2047,a,antiaristocrata
2048,adj,antiaristocrático
2049,adj,antiartístico
2050,adj,antiasmático
2051,nc,antibiose
2052,nc,antibioterapia
2053,a,antibiótico
2054,nc,anticatolicismo
2055,adj,anticatólico
2056,adj,anticético
2057,adj,anticientífico
2058,adj,anticívico
2059,nc,anticivismo
2060,adj,anticlássico
2061,adj,anticlerical
2062,nc,anticlericalismo
2063,a,anticoagulante
2064,adj,anticolérico
2065,adj,anticomercial
2066,adj,anticoncecional
2067,nc,anticoncetivo
2068,nc,anticoncílio
2069,adj,anticonstitucional
2070,nc,anticorpo
2071,nc,anticorporativismo
2072,adj,anticorporativo
2073,adj,anticorrosivo
2074,a,anticosmético
2075,nc,anticrepúsculo
2076,adj,anticristão
2077,nc,anticristianismo
2078,nc,anticristo
2079,adj,anticrítico
2080,a,antidiabético
2081,adj,antidiarreico
2082,adj,antidiftérico
2083,adj,antidigestivo
2084,adj,antidogmático
2085,nc,antidogmatismo
2086,nc,antídoto
2087,adj,antidramático
2088,adj,antieconómico
2089,adj,antiescarlatinoso
2090,adj,antiescorbútico
2091,nc,antiespiritualismo
2092,adj,antiestético
2093,adj,antievangélico
2094,adj,antifebril
2095,adj,antiferruginoso
2096,adj,antifilosófico
2097,nc,antífrase
2098,adv,antigamente
2099,adj,antigás
2100,adj,antigásico
2101,adj,antigénico
2102,nc,antigénio
2103,adj,antigeométrico
2104,adj,antigermânico
2105,a,antigo
2106,adj,antigório
2107,adj,antigotoso
2108,adj,antigovernamental
2109,adj,antigramatical
2110,a,antigrevista
2111,adj,antigripal
2112,nc,antiguidade
2113,adj,anti-hemorrágico
2114,adj,anti-hemorroidal
2115,adj,anti-hepático
2116,adj,anti-hipnótico
2117,adj,anti-infecioso
2118,nc,anti-inflamatório
2119,adj,antijurídico
2120,adj,antiletárgico
2121,adj,antiliberal
2122,nc,antilogaritmo
2123,nc,antilogismo
2124,nc,antílope
2125,adj,antimaçónico
2126,adj,antimagnético
2127,nc,antimatéria
2128,adj,antimelancólico
2129,adj,antimelódico
2130,nc,antimetátese
2131,adj,antimilitar
2132,nc,antimilitarismo
2133,a,antimilitarista
2134,adj,antimónico
2135,nc,antimónio
2136,nc,antimonióxido
2137,adj,antimoral
2138,adj,antinacional
2139,adj,antinarcótico
2140,adj,antinatural
2141,nc,antineutrão
2142,adj,antinevrálgico
2143,adj,antinevrótico
2144,nc,antinódoa
2145,nc,antinomia
2146,nc,antinomismo
2147,adj,antinupcial
2148,nc,antipapado
2149,nc,antipapa
2150,nc,antiparalelas
2151,nc,antiparalelismo
2152,adj,antiparasita
2153,nc,antiparlamentarismo
2154,nc,antipartícula
2155,nc,antipatia
2156,v,antipatizar
2157,adj,antipatriótico
2158,adj,antipedagógico
2159,adj,antiperiódico
2160,adj,antiperistáltico
2161,adj,antiplástico
2162,nc,antípoda
2163,nc,antípodes
2164,adj,antipódico
2165,adj,antipoético
2166,nc,antipolítica
2167,adj,antipolítico
2168,adj,antipopular
2169,pref,anti
2170,nc,antiprotão
2171,nc,antiquário
2172,v,antiquar
2173,adj,antiquíssimo
2174,adj,antirracional
2175,adj,antirraquítico
2176,nc,antirrealismo
2177,adj,antirrugas
2178,a,antissético
2179,a,antisséptico
2180,nc,antiteatro
2181,nc,antiteísmo
2182,adj,antitérmico
2183,nc,antiterrorismo
2184,nc,antítese
2185,adj,antitetânico
2186,adj,antitético
2187,nc,antitoxina
2188,adj,antituberculoso
2189,adj,antivariólico
2190,adj,antiviril
2191,adj,antivirulento
2192,nc,antivírus
2193,nc,antologia
2194,adj,antológico
2195,adj,antoniano
2196,nc,antonímia
2197,a,antónimo
2198,adj,antracitoso
2199,nc,antro
2200,adj,antropocêntrico
2201,nc,antropocentrismo
2202,adj,antropofágico
2203,adj,antropófago
2204,nc,antropogénese
2205,nc,antropogenesia
2206,adj,antropogenético
2207,nc,antropogenia
2208,adj,antropoide
2209,nc,antropologia
2210,adj,antropométrico
2211,nc,antropomorfia
2212,nc,antropomorfismo
2213,v,antropomorfizar
2214,adj,antropomorfo
2215,nc,antropomorfose
2216,nc,antroponímia
2217,nc,antroponímico
2218,nc,antropónimo
2219,nc,antropoteísmo
2220,nc,antropoterapia
2221,adj,anual
2222,nc,anualidade
2223,nc,anuário
2224,nc,anuência
2225,a,anuente
2226,nc,anuidade
2227,v,anuir
2228,nc,anulabilidade
2229,a,anulador
2230,adj,anulante
2231,v,anular
2232,adj,anulativo
2233,adj,anulatório
2234,nc,anunciada
2235,a,anunciador
2236,a,anunciante
2237,v,anunciar
2238,adj,anunciativo
2239,nc,anúncio
2240,nc,ânus
2241,v,anuviar
2242,adj,anzolado
2243,nc,anzoleiro
2244,nc,anzol
2245,art,a
2246,cp,ao
2247,ppes,a
2248,adv,aonde
2249,nc,aorta
2250,adj,aórtico
2251,nc,apache
2252,v,apadrinhar
2253,v,apadroar
2254,a,apagador
2255,nc,apaga
2256,v,apagar
2257,adj,apaixonadiço
2258,adj,apaixonado
2259,v,apaixonar
2260,v,apalaçar
2261,v,apalacianar
2262,v,apaladar
2263,v,apalancar
2264,v,apalavrar
2265,v,apalermar
2266,v,apalhaçar
2267,v,apalmar
2268,nc,apalpadeira
2269,nc,apalpadela
2270,nc,apalpão
2271,v,apalpar
2272,nc,apalpo
2273,nc,apanágio
2274,v,apancar
2275,nc,apanhado
2276,nc,apanhador
2277,nc,apanhadura
2278,nc,apanha-moscas
2279,nc,apanha
2280,v,apanhar
2281,nc,apanho
2282,v,apanicar
2283,v,apaniguar
2284,v,apantufar
2285,v,apaparicar
2286,nc,apaparicos
2287,adj,apapoilado
2288,nc,aparadeira
2289,adj,aparador
2290,v,aparafusar
2291,nc,apara-lápis
2292,nc,apara
2293,v,aparar
2294,nc,aparato
2295,adj,aparatoso
2296,nc,aparcamento
2297,v,aparceirar
2298,v,aparcelar
2299,v,aparecer
2300,nc,aparelhagem
2301,v,aparelhar
2302,nc,aparelho
2303,nc,aparência
2304,v,aparentar
2305,adj,aparente
2306,nc,aparição
2307,nc,aparo
2308,adj,apartadiço
2309,nc,aparta
2310,v,apartar
2311,nc,aparte
2312,adj,apartidário
2313,nc,apartotel
2314,v,aparvalhar
2315,v,aparvoar
2316,v,apascentar
2317,adj,apassivador
2318,adj,apassivante
2319,v,apassivar
2320,adj,apassivativo
2321,adj,apatetado
2322,nc,apatia
2323,adj,apático
2324,v,apatifar
2325,nc,apatite
2326,nc,apátrida
2327,adj,apatriota
2328,v,apatrulhar
2329,v,apavonar
2330,adj,apavorante
2331,v,apavorar
2332,a,apaziguador
2333,v,apaziguar
2334,nc,apeadeira
2335,nc,apeadeiro
2336,v,apear
2337,v,apeçonhar
2338,v,apeçonhentar
2339,adj,apedantado
2340,v,apedrar
2341,nc,apedrejador
2342,v,apedrejar
2343,adj,apegadiço
2344,v,apeganhar
2345,v,apegar
2346,nc,apego
2347,nc,apelabilidade
2348,a,apelador
2349,a,apelante
2350,v,apelar
2351,a,apelativo
2352,adj,apelatório
2353,v,apelidar
2354,nc,apelido
2355,nc,apelo
2356,adv,apenas
2357,con,apenas
2358,nc,apendicectomia
2359,nc,apêndice
2360,adj,apendiciado
2361,nc,apendicite
2362,adj,apenhascado
2363,adj,apeninsulado
2364,a,apenso
2365,v,apequenar
2366,v,aperaltar
2367,v,aperceber
2368,nc,apercetibilidade
2369,adj,apercetível
2370,adj,apercetivo
2371,v,aperfeiçoar
2372,v,aperfilhar
2373,adj,aperiódico
2374,a,aperitivo
2375,nc,apertada
2376,nc,apertadeira
2377,nc,apertadela
2378,nc,apertadoiro
2379,nc,apertador
2380,nc,apertadouro
2381,nc,apertão
2382,v,apertar
2383,nc,aperto
2384,adj,aperuado
2385,prep,apesar
2386,adj,apestanado
2387,v,apetecer
2388,nc,apetência
2389,adj,apetente
2390,nc,apetibilidade
2391,nc,apetição
2392,v,apetitar
2393,nc,apetite
2394,adj,apetitivo
2395,adj,apetitoso
2396,v,apetrechar
2397,nc,apetrecho
2398,adj,apicado
2399,nc,ápice
2400,adj,apicultural
2401,nc,apicultura
2402,v,apiedar
2403,nc,apifobia
2404,adj,apiforme
2405,v,apilhar
2406,v,apimentar
2407,v,apincelar
2408,v,apingentar
2409,v,apinhar
2410,v,apinhoar
2411,v,apintalhar
2412,v,apipar
2413,v,apitar
2414,nc,apito
2415,v,aplacar
2416,nc,aplainador
2417,v,aplainar
2418,a,aplanador
2419,v,aplanar
2420,adj,aplástico
2421,adj,aplaudente
2422,v,aplaudir
2423,adj,aplausível
2424,nc,aplauso
2425,nc,aplicabilidade
2426,nc,aplicação
2427,nc,aplicada
2428,nc,aplicante
2429,v,aplicar
2430,adj,aplicativo
2431,adj,apocalíptico
2432,adj,apocalítico
2433,adj,apócrifo
2434,v,apoderar
2435,adj,apodítico
2436,v,apodrecer
2437,v,apodrentar
2438,v,apodrir
2439,nc,apófase
2440,nc,apófise
2441,nc,apogeu
2442,nc,apogiatura
2443,v,apoiar
2444,nc,apoio
2445,nc,apólice
2446,nc,apologética
2447,nc,apologético
2448,nc,apologia
2449,a,apologista
2450,v,apologizar
2451,v,apolvilhar
2452,adj,aponevrótico
2453,nc,apontador
2454,v,apontar
2455,nc,apontes
2456,nc,apoplexia
2457,a,apoquentador
2458,v,apoquentar
2459,v,aportar
2460,v,aportuguesar
2461,v,apor
2462,prep,após
2463,nc,aposentadoria
2464,v,aposentar
2465,nc,aposento
2466,nc,aposição
2467,v,apossar
2468,nc,aposta
2469,v,apostar
2470,nc,apóstata
2471,a,aposto
2472,nc,apostolado
2473,v,apostolar
2474,nc,apostolicidade
2475,adj,apostólico
2476,v,apostolizar
2477,nc,apóstolo
2478,v,apostrofar
2479,nc,apóstrofe
2480,nc,apóstrofo
2481,nc,apostura
2482,v,apotentar
2483,v,apoteosar
2484,nc,apoteose
2485,adj,apoteótico
2486,nc,apótese
2487,v,apoucar
2488,v,aprazar
2489,v,aprazer
2490,adj,aprazível
2491,v,apreçar
2492,a,apreciador
2493,v,apreciar
2494,adj,apreciativo
2495,adj,apreciável
2496,adj,apreciavelmente
2497,nc,apreço
2498,a,apreendedor
2499,v,apreender
2500,nc,apreensão
2501,nc,apreensiva
2502,adj,apreensível
2503,adj,apreensivo
2504,a,apreensor
2505,adj,apreensório
2506,v,aprefixar
2507,a,apregoador
2508,v,apregoar
2509,in,apre
2510,v,aprender
2511,nc,aprendizado
2512,nc,aprendizagem
2513,nc,aprendiz
2514,v,apresar
2515,nc,apresentado
2516,a,apresentador
2517,a,apresentante
2518,v,apresentar
2519,v,apressar
2520,v,apressurar
2521,v,aprestamar
2522,nc,apréstamo
2523,v,aprestar
2524,nc,apreste
2525,nc,apresto
2526,adj,apresuntado
2527,v,aprimorar
2528,nc,aprioridade
2529,nc,apriorismo
2530,nc,apriorista
2531,adj,apriorístico
2532,v,aprisionar
2533,v,aproar
2534,v,aprofundar
2535,v,aprontar
2536,v,apropositar
2537,adj,apropriado
2538,a,apropriador
2539,v,apropriar
2540,v,aprosar
2541,a,aprovador
2542,v,aprovar
2543,adj,aprovativo
2544,nc,aproveitabilidade
2545,a,aproveitador
2546,a,aproveitante
2547,v,aproveitar
2548,v,aprovisionar
2549,nc,aproximação
2550,adv,aproximadamente
2551,v,aproximar
2552,adj,aproximativo
2553,v,aprumar
2554,nc,aptidão
2555,nc,aptitude
2556,adj,apto
2557,adj,apucarado
2558,adj,apudorado
2559,a,apuliense
2560,adj,apúlio
2561,adj,apunhalante
2562,v,apunhalar
2563,nc,apupada
2564,v,apupar
2565,nc,apupo
2566,v,apurar
2567,adj,apurativo
2568,nc,apuro
2569,adj,apurpurado
2570,v,aquadrelar
2571,v,aquadrilhar
2572,con,aquando
2573,nc,aquário
2574,v,aquartelar
2575,v,aquartilhar
2576,adj,aquático
2577,a,aquecedor
2578,v,aquecer
2579,adv,aquecimento
2580,nc,aqueduto
2581,cp,àquele
2582,pdem,aquele
2583,adv,aquém
2584,adv,aquém-fronteiras
2585,adv,aquém-mar
2586,v,aquentar
2587,adv,aqui
2588,in,aqui-del-rei
2589,v,aquiescer
2590,a,aquietador
2591,v,aquietar
2592,adj,aquífero
2593,v,aquilatar
2594,adj,aquilhado
2595,cp,àquilo
2596,pdem,aquilo
2597,v,aquinhoar
2598,nc,aquisição
